village,adjmatrix_key,HHnum_in_village,hhid,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,rooftypeoth,room_no,bed_no,electricity,latrine,ownrent,hhSurveyed,leader
1,62,63,1063,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,0,0
1,63,64,1064,HINDUISM,,0,0,0,0,0,MUD,3,1,"Yes, Government",None,OWNED,0,0
1,64,65,1065,HINDUISM,,0,0,0,0,0,MUD,3,0,"Yes, Government",None,OWNED,1,0
1,65,66,1066,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Government",None,OWNED,0,0
1,66,67,1067,HINDUISM,,0,0,0,0,0,MUD,4,0,"Yes, Private",None,OWNED,1,0
1,67,68,1068,HINDUISM,,0,0,0,0,0,MUD,1,0,"Yes, Government",None,OWNED,1,0
1,68,69,1069,HINDUISM,,0,0,1,0,0,,5,0,"Yes, Private",None,OWNED,0,0
1,69,70,1070,HINDUISM,,0,0,0,0,0,MUD,3,1,"Yes, Government",None,OWNED,0,0
1,70,71,1071,HINDUISM,,0,0,0,0,0,MUD,3,0,"Yes, Private",None,OWNED,1,0
1,71,72,1072,HINDUISM,,0,0,0,0,0,MUD WITH TANTIGE,2,0,"Yes, Government",None,OWNED,0,0
1,72,73,1073,HINDUISM,,0,0,0,0,1,,7,0,"Yes, Private",Owned,OWNED,1,0
1,73,74,1074,HINDUISM,,0,0,0,0,0,MUD,3,0,"Yes, Private",None,RENTED,1,0
1,74,75,1075,HINDUISM,,0,0,0,0,0,MUD,3,0,"Yes, Private",None,OWNED,0,0
1,75,76,1076,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Government",None,OWNED,0,0
1,76,77,1077,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Government",Owned,OWNED,0,0
1,77,78,1078,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Private",None,OWNED,1,1
1,78,79,1079,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Government",None,OWNED,1,1
1,79,80,1080,HINDUISM,,0,0,0,1,0,,2,1,No,None,GIVEN BY GOVERNMENT,0,0
1,80,81,1081,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Private",None,OWNED,1,0
1,81,82,1082,ISLAM,,0,0,0,0,0,MUD,2,0,"Yes, Government",None,OWNED,0,0
1,82,83,1083,HINDUISM,,0,0,0,0,0,MUD,4,0,"Yes, Private",None,OWNED BUT SHARED,1,0
1,83,84,1084,HINDUISM,,0,0,0,0,0,MUD,3,0,"Yes, Private",None,OWNED BUT SHARED,0,0
1,84,85,1085,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",None,OWNED,0,0
1,85,86,1086,HINDUISM,,0,0,0,0,0,MUD,2,1,"Yes, Government",None,OWNED,0,0
1,86,87,1087,HINDUISM,,0,0,0,0,1,,4,0,"Yes, Private",None,OWNED,0,0
1,87,88,1088,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Private",Owned,OWNED,1,1
1,88,89,1089,HINDUISM,,0,0,0,0,0,MUD,3,0,"Yes, Private",None,OWNED,1,0
1,89,90,1090,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,OWNED,0,0
1,90,91,1091,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,0,0
1,91,92,1092,HINDUISM,,0,0,0,0,0,MALIGE,2,0,"Yes, Government",None,OWNED,1,1
1,92,93,1093,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Government",Owned,OWNED,0,0
1,93,94,1094,HINDUISM,,0,0,0,0,0,MUD,2,1,"Yes, Private",None,OWNED,1,0
1,94,95,1095,HINDUISM,,0,0,0,0,0,MUD,3,1,"Yes, Private",None,OWNED,1,0
1,95,96,1096,HINDUISM,,0,0,0,0,1,,5,0,"Yes, Private",Owned,OWNED,0,0
1,96,97,1097,HINDUISM,,0,0,0,0,0,JANTIGE WITH MUD,2,0,"Yes, Government",None,OWNED,1,0
1,97,98,1098,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",Common,OWNED,0,0
1,98,99,1099,HINDUISM,,0,0,0,0,1,,4,0,"Yes, Private",Owned,OWNED,1,0
1,99,100,1100,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,OWNED,0,0
1,100,101,1101,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Private",None,OWNED,0,0
1,101,102,1102,HINDUISM,,0,0,0,0,0,MUD,3,1,"Yes, Private",None,OWNED,0,0
1,102,103,1103,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,OWNED,1,0
1,103,104,1104,HINDUISM,,0,0,0,1,0,,1,1,"Yes, Government",None,OWNED,0,0
1,104,105,1105,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",Owned,OWNED,1,0
1,105,106,1106,HINDUISM,,0,0,0,0,1,,5,1,"Yes, Private",Owned,OWNED,1,0
1,106,107,1107,HINDUISM,,0,0,0,0,0,MUD,5,1,No,Owned,OWNED,0,0
1,107,108,1108,HINDUISM,,0,0,0,0,0,MUD,4,0,"Yes, Private",Owned,OWNED,0,0
1,108,109,1109,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Government",Owned,OWNED,0,0
1,109,110,1110,HINDUISM,,0,0,0,0,0,MUD,2,0,No,Owned,OWNED,0,0
1,110,111,1111,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,0,0
1,111,112,1112,HINDUISM,,0,0,0,0,0,WOODEN AND MUD,2,0,"Yes, Government",None,OWNED,1,0
1,112,113,1113,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,0,0
1,113,114,1114,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Government",None,OWNED,0,0
1,114,115,1115,HINDUISM,,0,0,0,0,0,MUD,4,0,"Yes, Private",Owned,OWNED,1,0
1,115,116,1116,HINDUISM,,0,0,0,0,0,MUD,4,0,"Yes, Government",None,OWNED,0,0
1,116,117,1117,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,0,0
1,117,118,1118,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,OWNED,0,0
1,118,119,1119,HINDUISM,,0,0,0,0,1,,2,2,"Yes, Private",None,OWNED,1,0
1,119,120,1120,HINDUISM,,0,0,0,0,1,,3,0,"Yes, Government",Owned,OWNED,0,0
1,120,121,1121,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Private",None,OWNED,0,0
1,121,122,1122,HINDUISM,,0,0,0,0,0,MUD AND WOODEN,1,0,"Yes, Private",None,OWNED,1,0
1,122,123,1123,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",Owned,OWNED,0,0
1,123,124,1124,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,0,0
1,124,125,1125,HINDUISM,,0,0,0,0,0,MUD AND WOODEN,2,0,"Yes, Private",None,OWNED,0,0
1,125,126,1126,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",Owned,OWNED,1,1
1,126,127,1127,HINDUISM,,0,0,0,0,0,MUD & WOODEN,1,0,"Yes, Government",Owned,OWNED,0,0
1,127,128,1128,HINDUISM,,0,0,0,0,0,MUD & WOODEN,2,0,"Yes, Private",None,OWNED,1,0
1,128,129,1129,HINDUISM,,0,0,0,0,0,MUD,1,0,"Yes, Private",None,OWNED,0,0
1,129,130,1130,HINDUISM,,0,0,0,0,0,MUD & WOODEN,2,0,"Yes, Private",None,OWNED,0,0
1,130,131,1131,HINDUISM,,0,0,0,1,0,MUD & WOODEN,1,0,No,None,OWNED,0,0
1,131,132,1132,HINDUISM,,0,0,0,0,0,MUD & WOODEN,2,0,"Yes, Private",None,OWNED,0,0
1,132,133,1133,HINDUISM,,0,1,0,0,0,,1,1,"Yes, Private",None,OWNED,1,1
1,133,134,1134,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,1,1
1,134,135,1135,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,OWNED,0,0
1,135,136,1136,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,OWNED,1,1
1,136,137,1137,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Private",None,OWNED,0,0
1,137,138,1138,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,OWNED BUT SHARED,0,0
1,138,139,1139,HINDUISM,,0,0,0,1,0,,1,0,No,None,OWNED,1,0
1,139,140,1140,HINDUISM,,0,1,0,0,0,,1,0,No,Owned,OWNED,1,1
1,140,141,1141,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,OWNED,0,0
1,141,142,1142,HINDUISM,,0,0,0,0,0,MUD & WOODEN,1,0,No,None,OWNED,0,0
1,142,143,1143,HINDUISM,,0,0,0,1,0,,1,1,No,None,OWNED,1,0
1,143,144,1144,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",None,OWNED,0,0
1,144,145,1145,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,0,0
1,145,146,1146,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",None,OWNED,1,0
1,146,147,1147,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,OWNED,1,0
1,147,148,1148,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,OWNED,1,0
1,148,149,1149,HINDUISM,,0,0,0,0,0,MUD & WOODEN,1,0,"Yes, Government",None,OWNED,0,0
1,149,150,1150,HINDUISM,,0,0,0,0,1,,2,1,No,None,RENTED,0,0
1,150,151,1151,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,OWNED,0,0
1,151,152,1152,HINDUISM,,0,0,0,0,0,MUD,2,1,"Yes, Government",None,OWNED,1,0
1,152,153,1153,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,OWNED,0,0
1,153,154,1154,HINDUISM,,0,0,0,0,0,MUD,1,0,No,None,OWNED,0,0
1,154,155,1155,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",Owned,OWNED,1,0
1,155,156,1156,HINDUISM,,0,0,0,0,0,MUD AND WOODEN,1,0,"Yes, Private",None,OWNED,1,0
1,156,157,1157,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,OWNED,0,1
1,157,158,1158,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",Owned,OWNED,1,0
1,158,159,1159,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,0,0
1,159,160,1160,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,0,0
1,160,161,1161,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Government",None,OWNED,0,0
1,161,162,1162,HINDUISM,,0,0,1,0,0,,7,3,"Yes, Private",Owned,OWNED BUT SHARED,1,0
1,162,163,1163,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",Owned,OWNED,1,1
1,163,164,1164,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
1,164,165,1165,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,OWNED,1,0
1,165,166,1166,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",Owned,OWNED,1,0
1,166,167,1167,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,0,0
1,167,168,1168,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Private",None,OWNED,0,0
1,168,169,1169,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,OWNED,1,0
1,169,170,1170,HINDUISM,,0,0,1,0,0,,1,1,"Yes, Private",Owned,OWNED,0,0
1,170,171,1171,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",None,OWNED,1,0
1,171,172,1172,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,OWNED,1,0
1,172,173,1173,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",Owned,OWNED,1,1
1,173,174,1174,HINDUISM,,0,0,0,0,0,MUD,2,0,"Yes, Government",None,OWNED,1,0
1,174,175,1175,HINDUISM,,0,0,1,0,0,,2,0,No,None,OWNED,0,0
1,175,176,1176,HINDUISM,,0,0,0,1,0,,3,0,No,None,OWNED,0,0
1,176,177,1177,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Government",None,OWNED,0,1
1,177,178,1178,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",Owned,OWNED,0,1
1,178,179,1179,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,OWNED,0,1
1,179,180,1180,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,OWNED,0,0
1,180,181,1181,HINDUISM,,0,0,0,1,0,,3,2,"Yes, Private",None,OWNED,0,0
1,181,182,1182,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,0,0
1,182,183,1183,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,OWNED,0,0
2,1,1,2001,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,1,1
2,2,2,2002,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Private",None,RENTED,1,0
2,3,3,2003,HINDUISM,,0,0,0,1,0,,1,3,"Yes, Private",None,OWNED,0,0
2,4,4,2004,HINDUISM,,0,1,0,0,0,,2,1,No,None,OWNED,1,0
2,5,5,2005,HINDUISM,,0,1,0,0,0,,2,5,"Yes, Private",None,OWNED,0,0
2,6,6,2006,HINDUISM,,0,0,0,1,0,,2,6,"Yes, Private",Owned,OWNED,1,0
2,7,7,2007,HINDUISM,,0,0,0,1,0,,4,1,"Yes, Private",Owned,OWNED,0,1
2,8,8,2008,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Private",None,OWNED,0,0
2,9,9,2009,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,OWNED,1,0
2,10,10,2010,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Private",Owned,OWNED,1,0
2,11,11,2011,HINDUISM,,0,0,0,1,0,,4,2,"Yes, Private",Owned,OWNED,1,0
2,12,12,2012,HINDUISM,,0,1,0,0,0,,2,4,"Yes, Private",Owned,OWNED,1,0
2,13,13,2013,HINDUISM,,0,0,0,1,0,,1,1,"Yes, Private",None,OWNED,1,0
2,14,14,2014,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Private",Owned,OWNED,0,0
2,15,15,2015,HINDUISM,,0,0,0,1,0,,3,5,"Yes, Private",Owned,RENTED,1,0
2,16,16,2016,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,RENTED,1,0
2,17,17,2017,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Government",Owned,OWNED,0,0
2,18,18,2018,HINDUISM,,0,0,0,1,0,,3,5,"Yes, Private",None,OWNED,1,0
2,19,19,2019,HINDUISM,,0,0,0,1,0,,3,0,"Yes, Private",None,OWNED,0,0
2,20,20,2020,HINDUISM,,0,0,0,1,0,,1,2,"Yes, Private",None,OWNED,1,0
2,21,21,2021,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,OWNED,0,0
2,22,22,2022,HINDUISM,,0,0,0,1,0,,1,4,"Yes, Private",None,OWNED,0,0
2,23,23,2023,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,OWNED,0,0
2,24,24,2024,HINDUISM,,0,1,0,0,0,,1,2,"Yes, Private",Owned,OWNED,1,0
2,25,25,2025,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Private",None,OWNED,1,0
2,26,26,2026,HINDUISM,,0,0,0,1,0,,2,4,"Yes, Private",None,OWNED,1,0
2,27,27,2027,HINDUISM,,0,0,0,0,1,,3,0,"Yes, Private",Owned,OWNED,0,0
2,28,28,2028,HINDUISM,,0,0,0,1,0,,4,1,"Yes, Private",Owned,OWNED,1,0
2,29,29,2029,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,OWNED,0,0
2,30,30,2030,HINDUISM,,0,0,0,0,1,,6,0,"Yes, Private",Owned,OWNED,0,0
2,31,31,2031,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Private",None,OWNED,0,0
2,32,32,2032,HINDUISM,,0,0,0,0,1,,5,3,"Yes, Private",Owned,OWNED,1,0
2,33,33,2033,HINDUISM,,0,0,0,1,0,,3,5,"Yes, Private",Owned,OWNED,1,0
2,34,34,2034,HINDUISM,,0,1,0,0,0,,2,6,No,Owned,OWNED,0,0
2,35,35,2035,HINDUISM,,0,0,0,1,0,,3,6,"Yes, Private",Owned,OWNED,0,0
2,36,36,2036,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Private",Owned,OWNED,1,1
2,37,37,2037,HINDUISM,,0,0,1,0,0,,2,5,"Yes, Private",Owned,OWNED,1,0
2,38,38,2038,HINDUISM,,0,0,1,0,0,,3,5,"Yes, Private",Owned,OWNED,0,0
2,39,39,2039,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Private",None,OWNED,0,0
2,40,40,2040,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",None,OWNED,0,0
2,41,41,2041,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Private",None,OWNED,0,0
2,42,42,2042,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Private",Owned,OWNED,0,1
2,43,43,2043,HINDUISM,,0,1,0,0,0,,1,2,No,None,OWNED,0,0
2,44,44,2044,HINDUISM,,0,1,0,0,0,,1,7,"Yes, Private",Owned,OWNED,0,0
2,45,45,2045,HINDUISM,,0,1,0,0,0,,2,3,"Yes, Private",None,OWNED,1,0
2,46,46,2046,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",Owned,OWNED,1,1
2,47,47,2047,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Private",Owned,OWNED,0,0
2,48,48,2048,HINDUISM,,0,1,0,0,0,,1,2,"Yes, Government",None,OWNED,0,0
2,49,49,2049,HINDUISM,,0,1,0,0,0,,1,1,"Yes, Government",None,OWNED,0,0
2,50,50,2050,HINDUISM,,0,1,0,0,0,,2,4,"Yes, Private",Owned,OWNED,1,0
2,51,51,2051,HINDUISM,,0,1,0,0,0,,2,3,"Yes, Private",None,OWNED,1,1
2,52,52,2052,HINDUISM,,0,0,0,1,0,,1,1,"Yes, Private",None,OWNED,0,0
2,53,53,2053,HINDUISM,,0,1,0,0,0,,2,4,"Yes, Government",Owned,OWNED,1,0
2,54,54,2054,HINDUISM,,0,1,0,0,0,,3,4,"Yes, Private",None,OWNED,1,1
2,55,55,2055,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Private",None,OWNED,1,1
2,56,56,2056,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",Owned,OWNED,1,0
2,57,57,2057,HINDUISM,,0,1,0,0,0,,1,1,"Yes, Private",None,OWNED,0,1
2,58,58,2058,HINDUISM,,0,0,0,1,0,,2,4,"Yes, Private",None,OWNED,0,0
2,59,59,2059,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Private",None,OWNED,0,0
2,60,60,2060,HINDUISM,,1,0,0,0,0,,1,1,"Yes, Government",None,OWNED,1,0
2,61,61,2061,HINDUISM,,0,0,0,1,0,,1,1,"Yes, Government",None,OWNED,0,0
2,62,62,2062,HINDUISM,,0,0,0,1,0,,1,2,"Yes, Private",None,OWNED,1,0
2,63,63,2063,HINDUISM,,1,0,0,0,0,,1,1,"Yes, Government",None,OWNED,0,0
2,64,64,2064,HINDUISM,,0,1,0,0,0,,1,2,"Yes, Private",None,OWNED,0,0
2,65,65,2065,HINDUISM,,0,0,0,1,0,,2,4,"Yes, Private",None,OWNED,0,0
2,66,66,2066,HINDUISM,,0,1,0,0,0,,2,1,"Yes, Private",None,OWNED,1,0
2,67,67,2067,HINDUISM,,0,1,0,0,0,,2,4,"Yes, Private",None,OWNED,0,1
2,68,68,2068,HINDUISM,,0,0,0,1,0,,2,3,"Yes, Private",None,OWNED,0,0
2,69,69,2069,HINDUISM,,0,1,0,0,0,,2,0,No,None,OWNED,1,1
2,70,70,2070,HINDUISM,,0,0,0,1,0,,2,3,"Yes, Private",None,OWNED,0,0
2,71,71,2071,HINDUISM,,0,0,0,1,0,,1,1,No,None,OWNED,1,0
2,72,72,2072,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Government",None,OWNED,0,0
2,73,73,2073,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Private",None,OWNED,0,0
2,74,74,2074,HINDUISM,,0,0,0,1,0,,4,2,"Yes, Private",Owned,OWNED,1,0
2,75,75,2075,HINDUISM,,0,0,0,1,0,,1,0,No,None,OWNED,0,0
2,76,76,2076,HINDUISM,,0,0,0,1,0,,2,3,"Yes, Government",None,OWNED,0,0
2,77,77,2077,HINDUISM,,0,0,0,1,0,,0,0,"Yes, Government",None,OWNED,0,0
2,78,78,2078,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Private",None,OWNED,1,0
